OCC_CODE,Occupation title,Level,Employed,Employment relative standard error,Hourly mean wage,Annual Mean wage,Mean wage RSE,Hourly Median wage,Annual median wage
19-3099,"Social Scientists and Related Workers, All Other",detailed,"34,570",2.1,43.88,"91,280",0.9,41.95,"87,260"
19-4000,"Life, Physical, and Social Science Technicians",minor,"363,880",1.2,25.49,"53,010",0.5,23.29,"48,440"
19-4010,Agricultural and Food Science Technicians,broad,"21,940",3.2,22.08,"45,920",1.5,20.18,"41,970"
19-4010,Agricultural and Food Science Technicians,detailed,"21,940",3.2,22.08,"45,920",1.5,20.18,"41,970"
19-4020,Biological Technicians,broad,"80,640",3,23.79,"49,490",0.6,22.28,"46,340"
19-4021,Biological Technicians,detailed,"80,640",3,23.79,"49,490",0.6,22.28,"46,340"
19-4030,Chemical Technicians,broad,"63,490",2.1,25.82,"53,700",0.7,23.95,"49,820"
19-4031,Chemical Technicians,detailed,"63,490",2.1,25.82,"53,700",0.7,23.95,"49,820"
19-4040,Environmental Science and Geoscience Technicians,broad,"47,440",2.4,26.11,"54,300",1.1,22.95,"47,740"
19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,"31,860",2.8,24.5,"50,960",1,22.53,"46,850"
19-4045,Geological and Hydrologic Technicians,detailed,"15,580",4.6,29.39,"61,130",2.6,24.34,"50,630"
19-4050,Nuclear Technicians,broad,"6,160",5.5,40.29,"83,810",1.8,40.48,"84,190"
19-4051,Nuclear Technicians,detailed,"6,160",5.5,40.29,"83,810",1.8,40.48,"84,190"
19-4060,Social Science Research Assistants,broad,"35,330",5.8,25.75,"53,560",1.1,23.66,"49,210"
19-4061,Social Science Research Assistants,detailed,"35,330",5.8,25.75,"53,560",1.1,23.66,"49,210"
19-4070,Forest and Conservation Technicians,broad,"30,150",1.3,20.57,"42,780",0.3,18.72,"38,940"
19-4071,Forest and Conservation Technicians,detailed,"30,150",1.3,20.57,"42,780",0.3,18.72,"38,940"
19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"78,720",2,28.14,"58,530",1.1,25.95,"53,980"
19-4092,Forensic Science Technicians,detailed,"16,640",1.5,31.2,"64,890",0.9,29.13,"60,590"
19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"62,080",2.5,27.32,"56,830",1.5,25.22,"52,460"
19-5000,Occupational Health and Safety Specialists and Technicians,minor,"116,910",0.9,35.81,"74,480",0.3,34.87,"72,530"
19-5010,Occupational Health and Safety Specialists and Technicians,broad,"116,910",0.9,35.81,"74,480",0.3,34.87,"72,530"
19-5011,Occupational Health and Safety Specialists,detailed,"95,960",1,37.55,"78,110",0.3,36.7,"76,340"
19-5012,Occupational Health and Safety Technicians,detailed,"20,950",2,27.82,"57,870",1,25.65,"53,340"
21-0000,Community and Social Service Occupations,major,"2,231,070",0.5,25.09,"52,180",0.4,22.85,"47,520"
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,150,050",0.5,25.06,"52,120",0.4,22.83,"47,500"
21-1010,Counselors,broad,"774,270",0.7,26.34,"54,780",0.4,24.17,"50,270"
21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,"292,230",0.8,29.96,"62,320",0.5,27.94,"58,120"
21-1013,Marriage and Family Therapists,detailed,"60,850",4.2,27.35,"56,890",1.5,24.69,"51,340"
21-1015,Rehabilitation Counselors,detailed,"100,260",2,20.23,"42,080",0.8,18.05,"37,530"
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"293,620",1.2,24.78,"51,550",0.5,22.91,"47,660"
21-1019,"Counselors, All Other",detailed,"27,310",5.6,24.42,"50,800",1.7,22,"45,760"
21-1020,Social Workers,broad,"681,400",0.8,26.9,"55,950",0.6,24.88,"51,760"
21-1021,"Child, Family, and School Social Workers",detailed,"328,120",1.2,25.18,"52,370",1,23.28,"48,430"
21-1022,Healthcare Social Workers,detailed,"176,110",1.5,29.07,"60,470",0.5,27.71,"57,630"
21-1023,Mental Health and Substance Abuse Social Workers,detailed,"116,780",1.6,26.22,"54,540",0.8,23.42,"48,720"
21-1029,"Social Workers, All Other",detailed,"60,390",1.7,31.22,"64,940",0.8,30.87,"64,210"
21-1090,Miscellaneous Community and Social Service Specialists,broad,"694,380",0.8,21.82,"45,390",0.6,19.39,"40,330"
21-1091,Health Education Specialists,detailed,"57,920",1.8,29.86,"62,120",1.5,27.16,"56,500"
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"90,070",0.9,29.76,"61,900",0.9,26.77,"55,690"
21-1093,Social and Human Service Assistants,detailed,"399,920",1.1,18.38,"38,230",0.4,17.29,"35,960"
21-1094,Community Health Workers,detailed,"58,670",2.3,22.12,"46,000",0.7,20.19,"42,000"
21-1099,"Community and Social Service Specialists, All Other",detailed,"87,800",1.7,23.85,"49,600",0.9,22.48,"46,770"
21-2000,Religious Workers,minor,"81,020",1.7,25.86,"53,790",0.9,23.28,"48,430"
21-2010,Clergy,broad,"52,260",2.1,27.19,"56,560",1,24.97,"51,940"
21-2011,Clergy,detailed,"52,260",2.1,27.19,"56,560",1,24.97,"51,940"
21-2020,"Directors, Religious Activities and Education",broad,"19,860",2.8,25.32,"52,660",1.7,21.69,"45,110"
21-2021,"Directors, Religious Activities and Education",detailed,"19,860",2.8,25.32,"52,660",1.7,21.69,"45,110"
21-2090,Miscellaneous Religious Workers,broad,"8,900",5.7,19.26,"40,070",2.3,16.12,"33,530"
21-2099,"Religious Workers, All Other",detailed,"8,900",5.7,19.26,"40,070",2.3,16.12,"33,530"
23-0000,Legal Occupations,major,"1,154,740",0.5,54,"112,320",0.7,40.82,"84,910"
23-1000,"Lawyers, Judges, and Related Workers",minor,"721,750",0.6,69.7,"144,970",0.7,59.79,"124,360"
23-1010,Lawyers and Judicial Law Clerks,broad,"672,820",0.7,70.7,"147,050",0.7,60.12,"125,040"
23-1011,Lawyers,detailed,"658,120",0.7,71.59,"148,910",0.7,61.03,"126,930"
23-1012,Judicial Law Clerks,detailed,"14,690",1.3,30.7,"63,860",2.7,27.65,"57,510"
23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,"48,930",0.6,55.96,"116,390",1,55.36,"115,150"
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,"14,570",0.4,49.06,"102,050",0.8,46.89,"97,520"
23-1022,"Arbitrators, Mediators, and Conciliators",detailed,"5,810",4.1,36.75,"76,440",1.8,31.79,"66,130"
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"28,550",0.5,63.39,"131,850",0.8,67.83,"141,080"
23-2000,Legal Support Workers,minor,"432,990",1,27.83,"57,890",0.5,25.46,"52,960"
23-2010,Paralegals and Legal Assistants,broad,"332,720",1.1,27.22,"56,610",0.6,25.44,"52,920"
23-2011,Paralegals and Legal Assistants,detailed,"332,720",1.1,27.22,"56,610",0.6,25.44,"52,920"
23-2090,Miscellaneous Legal Support Workers,broad,"100,270",2.4,29.88,"62,150",3.3,25.53,"53,110"
23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"54,960",4,25.45,"52,950",1.1,23.47,"48,820"
23-2099,"Legal Support Workers, All Other",detailed,"45,310",2.5,35.25,"73,320",4.5,28.62,"59,540"
25-0000,Educational Instruction and Library Occupations,major,"8,446,910",0.4,28.75,"59,810",0.5,25.18,"52,380"
25-1000,Postsecondary Teachers,minor,"1,369,930",1,*,"93,330",0.9,*,"76,990"
25-1010,"Business Teachers, Postsecondary",broad,"79,810",1.6,*,"107,270",1.3,*,"88,010"
25-1011,"Business Teachers, Postsecondary",detailed,"79,810",1.6,*,"107,270",1.3,*,"88,010"
25-1020,"Math and Computer Science Teachers, Postsecondary",broad,"81,780",1.4,*,"91,450",1.1,*,"78,090"
25-1021,"Computer Science Teachers, Postsecondary",detailed,"32,230",1.8,*,"98,680",1.4,*,"85,540"
25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"49,550",1.4,*,"86,760",1.1,*,"73,650"
25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,"45,430",1.8,*,"112,110",1.2,*,"101,990"
25-1031,"Architecture Teachers, Postsecondary",detailed,"6,910",3.6,*,"100,820",2.6,*,"90,880"
25-1032,"Engineering Teachers, Postsecondary",detailed,"38,520",1.9,*,"114,130",1.3,*,"103,600"
25-1040,"Life Sciences Teachers, Postsecondary",broad,"61,480",1.6,*,"100,400",2,*,"86,390"
25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,"8,520",4.1,*,"96,200",1.7,*,"90,340"
25-1042,"Biological Science Teachers, Postsecondary",detailed,"51,500",1.6,*,"101,320",2.3,*,"85,600"
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,"1,460",2.9,*,"92,420",1.8,*,"87,400"
25-1050,"Physical Sciences Teachers, Postsecondary",broad,"52,810",1.5,*,"98,580",1,*,"86,170"
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,"11,750",2,*,"104,710",1.5,*,"94,520"
25-1052,"Chemistry Teachers, Postsecondary",detailed,"21,530",1.7,*,"94,630",1,*,"80,400"
25-1053,"Environmental Science Teachers, Postsecondary",detailed,"5,860",3.2,*,"94,520",1.9,*,"84,740"
25-1054,"Physics Teachers, Postsecondary",detailed,"13,670",2.2,*,"101,290",1.3,*,"90,400"
25-1060,"Social Sciences Teachers, Postsecondary",broad,"115,040",1.6,*,"94,270",1,*,"80,990"
25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,"5,590",3.3,*,"98,740",1.2,*,"89,220"
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,"9,960",2.6,*,"88,790",1.6,*,"78,840"
25-1063,"Economics Teachers, Postsecondary",detailed,"13,080",2.2,*,"123,720",1.3,*,"107,260"
25-1064,"Geography Teachers, Postsecondary",detailed,"3,720",3.8,*,"87,160",1.1,*,"82,330"
25-1065,"Political Science Teachers, Postsecondary",detailed,"15,130",1.7,*,"100,970",2.2,*,"85,760"
25-1066,"Psychology Teachers, Postsecondary",detailed,"36,520",2.7,*,"89,960",1,*,"78,180"
25-1067,"Sociology Teachers, Postsecondary",detailed,"13,420",2.2,*,"85,180",1.4,*,"75,610"
25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,"17,620",2.5,*,"85,670",2.1,*,"69,340"
25-1070,"Health Teachers, Postsecondary",broad,"261,130",2.3,*,"115,330",2,*,"90,890"
25-1071,"Health Specialties Teachers, Postsecondary",detailed,"200,040",2.8,*,"124,890",2.2,*,"99,090"
25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"61,100",2.3,*,"84,060",1.9,*,"75,470"
25-1080,"Education and Library Science Teachers, Postsecondary",broad,"61,790",1.7,*,"75,180",1.1,*,"65,940"
25-1081,"Education Teachers, Postsecondary",detailed,"57,560",1.8,*,"75,010",1.2,*,"65,440"
25-1082,"Library Science Teachers, Postsecondary",detailed,"4,230",2.7,*,"77,560",1.2,*,"71,580"
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"42,540",3.1,*,"96,870",1.6,*,"76,160"
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"14,030",2.8,*,"74,740",2.3,*,"63,560"
25-1112,"Law Teachers, Postsecondary",detailed,"14,930",5.2,*,"134,760",1.8,*,"116,430"
25-1113,"Social Work Teachers, Postsecondary",detailed,"13,580",4.4,*,"78,110",2,*,"71,570"
25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"250,550",1.8,*,"83,620",0.9,*,"71,030"
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"91,170",2.3,*,"84,780",1.4,*,"69,690"
25-1122,"Communications Teachers, Postsecondary",detailed,"28,430",2.3,*,"80,940",1.1,*,"71,030"
25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"64,800",1.4,*,"81,340",1.1,*,"69,000"
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"22,790",3.1,*,"80,410",1.1,*,"69,920"
25-1125,"History Teachers, Postsecondary",detailed,"20,450",1.7,*,"85,630",1.1,*,"76,890"
25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"22,900",5.5,*,"90,160",2,*,"76,160"
25-1190,Miscellaneous Postsecondary Teachers,broad,"317,580",2.9,*,"77,650",1.8,*,"63,620"
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"2,270",7.6,*,"81,580",3.1,*,"72,220"
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"14,730",2.7,*,"75,430",1.3,*,"66,290"
25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"105,830",1.7,29.67,"61,710",0.9,26.74,"55,620"
25-1199,"Postsecondary Teachers, All Other",detailed,"194,740",4.6,*,"86,430",2.6,*,"71,950"
25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"3,998,620",0.5,*,"63,100",0.5,*,"59,410"
25-2010,Preschool and Kindergarten Teachers,broad,"491,020",1.2,20.47,"42,570",0.6,17.7,"36,810"
25-2011,"Preschool Teachers, Except Special Education",detailed,"370,940",1.4,17.57,"36,550",0.6,15.35,"31,930"
25-2012,"Kindergarten Teachers, Except Special Education",detailed,"120,080",2,*,"61,170",0.7,*,"57,860"
25-2020,Elementary and Middle School Teachers,broad,"1,976,050",0.8,*,"65,300",0.6,*,"60,910"
25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,364,870",0.9,*,"65,420",0.6,*,"60,940"
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"599,520",2,*,"64,990",0.7,*,"60,810"
25-2023,"Career/Technical Education Teachers, Middle School",detailed,"11,670",7.6,*,"66,950",1.5,*,"62,270"
25-2030,Secondary School Teachers,broad,"1,064,540",1.3,*,"67,240",0.5,*,"62,840"
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"991,000",1.3,*,"67,340",0.5,*,"62,870"
25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"73,530",2.5,*,"65,870",0.6,*,"62,460"
25-2050,Special Education Teachers,broad,"467,020",1.1,*,"65,920",0.8,*,"61,500"
25-2051,"Special Education Teachers, Preschool",detailed,"20,300",4,*,"68,110",3.8,*,"61,400"
25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"191,170",1.7,*,"64,790",0.9,*,"60,620"
25-2057,"Special Education Teachers, Middle School",detailed,"80,110",2.3,*,"66,300",1,*,"61,820"
25-2058,"Special Education Teachers, Secondary School",detailed,"142,500",1.8,*,"66,490",1,*,"62,320"
25-2059,"Special Education Teachers, All Other",detailed,"32,950",6,*,"67,670",2.5,*,"62,820"
25-3000,Other Teachers and Instructors,minor,"1,086,850",1.1,20.92,"43,520",1.5,16.33,"33,970"
25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"42,910",4.8,28.75,"59,810",1.8,26.61,"55,350"
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"42,910",4.8,28.75,"59,810",1.8,26.61,"55,350"
25-3020,Self-Enrichment Teachers,broad,"222,700",1.5,23.05,"47,930",1.7,19.21,"39,960"
25-3021,Self-Enrichment Teachers,detailed,"222,700",1.5,23.05,"47,930",1.7,19.21,"39,960"
25-3030,"Substitute Teachers, Short-Term",broad,"512,030",2,17.35,"36,090",3.6,14.12,"29,370"
25-3031,"Substitute Teachers, Short-Term",detailed,"512,030",2,17.35,"36,090",3.6,14.12,"29,370"
25-3097,"Tutors and Teachers and Instructors, All Other",detailed,"309,220",1.7,*,"50,390",1.4,*,"40,590"
25-4000,"Librarians, Curators, and Archivists",minor,"254,360",2.8,26.15,"54,400",0.8,24.45,"50,860"
25-4010,"Archivists, Curators, and Museum Technicians",broad,"30,230",2.7,27.38,"56,960",1,25.07,"52,140"
25-4011,Archivists,detailed,"6,550",6.8,29.43,"61,210",1.7,27.29,"56,760"
25-4012,Curators,detailed,"11,750",3.5,29.64,"61,650",0.9,27.4,"56,990"
25-4013,Museum Technicians and Conservators,detailed,"11,930",3.9,24.04,"49,990",1.5,21.98,"45,710"
25-4020,Librarians and Media Collections Specialists,broad,"135,070",2.1,30.56,"63,560",0.5,29.24,"60,820"
25-4022,Librarians and Media Collections Specialists,detailed,"135,070",2.1,30.56,"63,560",0.5,29.24,"60,820"
25-4030,Library Technicians,broad,"89,070",4.7,19.05,"39,630",2.6,17.79,"37,010"
25-4031,Library Technicians,detailed,"89,070",4.7,19.05,"39,630",2.6,17.79,"37,010"
25-9000,Other Educational Instruction and Library Occupations,minor,"1,737,130",0.6,*,"36,790",0.4,*,"30,970"
25-9020,Farm and Home Management Educators,broad,"8,090",3.6,26.38,"54,870",1.6,24.78,"51,550"
25-9021,Farm and Home Management Educators,detailed,"8,090",3.6,26.38,"54,870",1.6,24.78,"51,550"
25-9030,Instructional Coordinators,broad,"174,900",1.6,33.73,"70,160",0.5,32.2,"66,970"
25-9031,Instructional Coordinators,detailed,"174,900",1.6,33.73,"70,160",0.5,32.2,"66,970"
25-9040,Teaching Assistants,broad,"1,411,590",0.6,*,"31,500",0.6,*,"29,310"
25-9044,"Teaching Assistants, Postsecondary",detailed,"138,740",2.3,*,"39,460",1.4,*,"36,250"
25-9045,"Teaching Assistants, Except Postsecondary",detailed,"1,272,840",0.7,*,"30,630",0.5,*,"28,900"
25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"142,550",3,22.7,"47,210",1.6,19.98,"41,570"
25-9099,"Educational Instruction and Library Workers, All Other",detailed,"142,550",3,22.7,"47,210",1.6,19.98,"41,570"
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,857,500",0.7,30.96,"64,400",0.7,25.55,"53,150"
27-1000,Art and Design Workers,minor,"594,670",0.9,28.44,"59,150",0.6,23.85,"49,600"
27-1010,Artists and Related Workers,broad,"89,800",2.4,44.97,"93,530",1.3,38.64,"80,360"
27-1011,Art Directors,detailed,"40,950",2.2,55.04,"114,490",1.4,46.77,"97,270"
27-1012,Craft Artists,detailed,"4,090",7.8,18.39,"38,260",2,16.92,"35,180"
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"11,070",7.3,31.26,"65,020",6.8,25.16,"52,340"
27-1014,Special Effects Artists and Animators,detailed,"26,460",5.4,42.35,"88,080",2,37.36,"77,700"
27-1019,"Artists and Related Workers, All Other",detailed,"7,220",6,33.48,"69,650",4.6,31.63,"65,800"
27-1020,Designers,broad,"504,880",1,25.5,"53,030",0.5,22.11,"45,980"
27-1021,Commercial and Industrial Designers,detailed,"30,100",3.1,36.68,"76,290",0.9,34.44,"71,640"
27-1022,Fashion Designers,detailed,"21,050",5.4,41.93,"87,210",2.6,36.45,"75,810"
27-1023,Floral Designers,detailed,"36,810",2.4,14.74,"30,670",0.8,14.01,"29,140"
27-1024,Graphic Designers,detailed,"201,440",1.1,28.06,"58,370",0.5,25.66,"53,380"
27-1025,Interior Designers,detailed,"59,170",3.2,29.52,"61,400",0.9,27.43,"57,060"
27-1026,Merchandise Displayers and Window Trimmers,detailed,"134,660",2.4,16.61,"34,550",0.7,14.81,"30,810"
27-1027,Set and Exhibit Designers,detailed,"10,980",9.6,31.06,"64,610",2.4,27.97,"58,180"
27-1029,"Designers, All Other",detailed,"10,680",7.4,34.3,"71,340",3.1,30.65,"63,750"
27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"465,780",2.8,31.59,"65,700",2.1,22.63,"47,080"
27-2010,"Actors, Producers, and Directors",broad,"163,950",7.5,42.4,"88,190",2.6,31.62,"65,780"
27-2011,Actors,detailed,"44,460",13.5,31.42,*,4.5,21.88,*
27-2012,Producers and Directors,detailed,"119,490",5.6,46.49,"96,690",2.6,36.73,"76,400"
27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"233,160",1.6,*,"48,310",1,*,"36,050"
27-2021,Athletes and Sports Competitors,detailed,"8,380",5.4,*,"94,740",6,*,"50,850"
27-2022,Coaches and Scouts,detailed,"208,180",1.7,*,"47,100",0.9,*,"36,330"
27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"16,590",3.7,*,"40,140",5.1,*,"28,940"
27-2030,Dancers and Choreographers,broad,"10,950",6.7,25.05,"52,110",2.8,19.11,"39,750"
27-2031,Dancers,detailed,"7,370",8,25.08,*,3.3,18.58,*
27-2032,Choreographers,detailed,"3,580",11.6,25,"52,000",4.4,21,"43,680"
27-2040,"Musicians, Singers, and Related Workers",broad,"43,970",3,39.61,*,2.3,29.56,*
27-2041,Music Directors and Composers,detailed,"9,200",5.3,31.6,"65,720",4.9,25.12,"52,250"
27-2042,Musicians and Singers,detailed,"34,770",3.6,41.72,*,2.5,31.4,*
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"13,760",9.6,23.99,*,7.4,15.7,*
27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,"13,760",9.6,23.99,*,7.4,15.7,*
27-3000,Media and Communication Workers,minor,"591,650",0.9,33.74,"70,180",0.4,29.48,"61,310"
27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,"27,290",3,27.55,"57,300",2.3,17.68,"36,770"
27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,"27,290",3,27.55,"57,300",2.3,17.68,"36,770"
27-3020,"News Analysts, Reporters and Journalists",broad,"41,580",3.7,31.73,"66,000",1.6,23.7,"49,300"
27-3023,"News Analysts, Reporters, and Journalists",detailed,"41,580",3.7,31.73,"66,000",1.6,23.7,"49,300"
27-3030,Public Relations Specialists,broad,"244,550",1.1,34.58,"71,940",0.6,30.2,"62,810"
27-3031,Public Relations Specialists,detailed,"244,550",1.1,34.58,"71,940",0.6,30.2,"62,810"
27-3040,Writers and Editors,broad,"186,490",1.3,36.67,"76,270",0.7,32.56,"67,730"
27-3041,Editors,detailed,"93,370",2,35.53,"73,910",1,30.48,"63,400"
27-3042,Technical Writers,detailed,"48,880",1.9,37.78,"78,590",0.6,35.89,"74,650"
27-3043,Writers and Authors,detailed,"44,240",2.2,37.82,"78,680",1.5,32.27,"67,120"
27-3090,Miscellaneous Media and Communication Workers,broad,"91,740",2.9,28.29,"58,840",1,25.64,"53,330"
27-3091,Interpreters and Translators,detailed,"56,920",4.3,27.95,"58,140",1.3,25.16,"52,330"
27-3092,Court Reporters and Simultaneous Captioners,detailed,"13,880",4.9,32.07,"66,710",2,29.64,"61,660"
27-3099,"Media and Communication Workers, All Other",detailed,"20,940",4.9,26.7,"55,540",1.8,23.91,"49,730"
27-4000,Media and Communication Equipment Workers,minor,"205,400",1.7,28.84,"59,990",1.7,24.46,"50,870"
27-4011,Audio and Video Technicians,detailed,"62,360",2.4,25.67,"53,390",1.2,23.04,"47,920"
27-4012,Broadcast Technicians,detailed,"25,960",3,23.68,"49,250",1.2,20.95,"43,570"
27-4014,Sound Engineering Technicians,detailed,"10,870",5.2,32.31,"67,210",4.1,25.73,"53,520"
27-4020,Photographers,broad,"41,600",2.4,24.18,"50,290",1.7,19.85,"41,280"
27-4021,Photographers,detailed,"41,600",2.4,24.18,"50,290",1.7,19.85,"41,280"
27-4030,"Television, Video, and Film Camera Operators and Editors",broad,"42,750",3.3,36.6,"76,130",3.3,29.76,"61,900"
27-4031,"Camera Operators, Television, Video, and Film",detailed,"20,340",3.8,32.5,"67,590",2.7,27.5,"57,200"
27-4032,Film and Video Editors,detailed,"22,410",4.9,40.33,"83,880",3.8,32.33,"67,250"
27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,"21,860",8.8,36,"74,880",1.6,34.12,"70,980"
29-0000,Healthcare Practitioners and Technical Occupations,major,"8,579,180",0.3,41.3,"85,900",0.2,33.59,"69,870"
29-1000,Healthcare Diagnosing or Treating Practitioners,minor,"5,611,620",0.4,50.58,"105,220",0.3,40.59,"84,430"
29-1010,Chiropractors,broad,"34,760",2.7,40.3,"83,830",1.8,34,"70,720"
29-1011,Chiropractors,detailed,"34,760",2.7,40.3,"83,830",1.8,34,"70,720"
29-1020,Dentists,broad,"111,210",2.2,89.57,"186,300",1.2,78.85,"164,010"
29-1021,"Dentists, General",detailed,"95,920",2.4,86.94,"180,830",1.3,76.41,"158,940"
29-1022,Oral and Maxillofacial Surgeons,detailed,"4,120",10.3,112.98,"234,990",4.7,#,#
29-1023,Orthodontists,detailed,"5,040",10.8,114.42,"237,990",5.1,#,#
29-1024,Prosthodontists,detailed,530,23.5,103.3,"214,870",11.4,#,#
29-1029,"Dentists, All Other Specialists",detailed,"5,610",9.3,93.72,"194,930",5,88.12,"183,300"
29-1030,Dietitians and Nutritionists,broad,"66,330",1.3,30.84,"64,150",0.4,30.33,"63,090"
29-1031,Dietitians and Nutritionists,detailed,"66,330",1.3,30.84,"64,150",0.4,30.33,"63,090"
29-1040,Optometrists,broad,"36,690",3.2,60.31,"125,440",1.2,56.76,"118,050"
29-1041,Optometrists,detailed,"36,690",3.2,60.31,"125,440",1.2,56.76,"118,050"
29-1050,Pharmacists,broad,"315,470",1.1,60.32,"125,460",0.3,61.88,"128,710"
29-1051,Pharmacists,detailed,"315,470",1.1,60.32,"125,460",0.3,61.88,"128,710"
29-1070,Physician Assistants,broad,"125,280",1.7,55.81,"116,080",0.5,55.48,"115,390"
29-1071,Physician Assistants,detailed,"125,280",1.7,55.81,"116,080",0.5,55.48,"115,390"
29-1080,Podiatrists,broad,"9,710",3.8,72.65,"151,110",2.5,64.57,"134,300"
29-1081,Podiatrists,detailed,"9,710",3.8,72.65,"151,110",2.5,64.57,"134,300"
29-1120,Therapists,broad,"684,330",0.7,39.44,"82,030",0.3,38.45,"79,970"
29-1122,Occupational Therapists,detailed,"126,610",1.2,42.06,"87,480",0.4,41.48,"86,280"
29-1123,Physical Therapists,detailed,"220,870",1.1,44.08,"91,680",0.3,43.75,"91,010"
29-1124,Radiation Therapists,detailed,"17,390",3.2,45.34,"94,300",1.2,41.76,"86,850"
29-1125,Recreational Therapists,detailed,"20,080",4.9,24.64,"51,260",1.1,22.94,"47,710"
29-1126,Respiratory Therapists,detailed,"131,890",1,31.56,"65,640",0.3,30.2,"62,810"
29-1127,Speech-Language Pathologists,detailed,"148,450",1.7,40.02,"83,240",0.6,38.69,"80,480"
29-1128,Exercise Physiologists,detailed,"7,330",3.9,25.97,"54,020",0.7,24.17,"50,280"
29-1129,"Therapists, All Other",detailed,"11,710",4.5,29.85,"62,090",1.8,27.55,"57,310"
29-1130,Veterinarians,broad,"73,710",1.8,52.09,"108,350",1.1,47.72,"99,250"
29-1131,Veterinarians,detailed,"73,710",1.8,52.09,"108,350",1.1,47.72,"99,250"
29-1140,Registered Nurses,broad,"2,986,500",0.5,38.47,"80,010",0.4,36.22,"75,330"
29-1141,Registered Nurses,detailed,"2,986,500",0.5,38.47,"80,010",0.4,36.22,"75,330"
29-1150,Nurse Anesthetists,broad,"41,960",3.7,90.96,"189,190",0.9,88.26,"183,580"
29-1151,Nurse Anesthetists,detailed,"41,960",3.7,90.96,"189,190",0.9,88.26,"183,580"
29-1160,Nurse Midwives,broad,"7,120",4.4,55.55,"115,540",1.9,53.43,"111,130"
29-1161,Nurse Midwives,detailed,"7,120",4.4,55.55,"115,540",1.9,53.43,"111,130"
29-1170,Nurse Practitioners,broad,"211,280",1.3,55.05,"114,510",0.4,53.69,"111,680"
29-1171,Nurse Practitioners,detailed,"211,280",1.3,55.05,"114,510",0.4,53.69,"111,680"
29-1180,Audiologists,broad,"13,300",4.9,42.9,"89,230",2.2,38.95,"81,030"
29-1181,Audiologists,detailed,"13,300",4.9,42.9,"89,230",2.2,38.95,"81,030"
29-1211,Anesthesiologists,detailed,"28,590",5.9,130.5,"271,440",1.9,#,#
29-1215,Family Medicine Physicians,detailed,"98,590",2.3,103.06,"214,370",1.3,99.7,"207,380"
